municipio,provincia,municipio_nombre_humano,codigo_ine,comunidad_autonoma
Aliseda,Cáceres,Aliseda,10018,Extremadura
Aliud,Soria,Aliud,42016,Castilla y León
Aljaraque,Huelva,Aljaraque,21002,Andalucía
Aljucén,Badajoz,Aljucén,6009,Extremadura
Alkiza,Gipuzkoa,Alkiza,20006,País Vasco
Allande,Asturias,Allande,33001,Principado de Asturias
Allariz,Ourense,Allariz,32001,Galicia
Allepuz,Teruel,Allepuz,44021,Aragón
Aller,Asturias,Aller,33002,Principado de Asturias
Allín/Allin,Navarra,Allín/Allin,31011,Comunidad Foral de Navarra
Allo,Navarra,Allo,31012,Comunidad Foral de Navarra
Alloza,Teruel,Alloza,44022,Aragón
Allueva,Teruel,Allueva,44023,Aragón
Almacelles,Lleida,Almacelles,25019,Cataluña
Almáchar,Málaga,Almáchar,29009,Andalucía
Almadén,Ciudad Real,Almadén,13011,Castilla-La Mancha
Almadén de la Plata,Sevilla,Almadén de la Plata,41009,Andalucía
Almadenejos,Ciudad Real,Almadenejos,13012,Castilla-La Mancha
Almadrones,Guadalajara,Almadrones,19020,Castilla-La Mancha
Almagro,Ciudad Real,Almagro,13013,Castilla-La Mancha
Almajano,Soria,Almajano,42017,Castilla y León
Almaluez,Soria,Almaluez,42018,Castilla y León
Almansa,Albacete,Almansa,2009,Castilla-La Mancha
Almanza,León,Almanza,24004,Castilla y León
Almaraz,Cáceres,Almaraz,10019,Extremadura
Almaraz de Duero,Zamora,Almaraz de Duero,49007,Castilla y León
Almarcha (La),Cuenca,La Almarcha,16015,Castilla-La Mancha
Almargen,Málaga,Almargen,29010,Andalucía
Almarza,Soria,Almarza,42019,Castilla y León
Almarza de Cameros,La Rioja,Almarza de Cameros,26012,La Rioja
Almàssera,Valencia,Almàssera,46032,Comunidad Valenciana
Almassora,Castellón,Almassora,12009,Comunidad Valenciana
Almatret,Lleida,Almatret,25020,Cataluña
Almazán,Soria,Almazán,42020,Castilla y León
Almazul,Soria,Almazul,42021,Castilla y León
Almedíjar,Castellón,Almedíjar,12010,Comunidad Valenciana
Almedina,Ciudad Real,Almedina,13014,Castilla-La Mancha
Almedinilla,Córdoba,Almedinilla,14004,Andalucía
Almegíjar,Granada,Almegíjar,18016,Andalucía
Almeida de Sayago,Zamora,Almeida de Sayago,49008,Castilla y León
Almenar,Lleida,Almenar,25021,Cataluña
Almenar de Soria,Soria,Almenar de Soria,42022,Castilla y León
Almenara,Castellón,Almenara,12011,Comunidad Valenciana
Almenara de Adaja,Valladolid,Almenara de Adaja,47008,Castilla y León
Almenara de Tormes,Salamanca,Almenara de Tormes,37027,Castilla y León
Almendra,Salamanca,Almendra,37028,Castilla y León
Almendral,Badajoz,Almendral,6010,Extremadura
Almendral de la Cañada,Toledo,Almendral de la Cañada,45011,Castilla-La Mancha
Almendralejo,Badajoz,Almendralejo,6011,Extremadura
Almendro (El),Huelva,El Almendro,21003,Andalucía
Almendros,Cuenca,Almendros,16016,Castilla-La Mancha
Almensilla,Sevilla,Almensilla,41010,Andalucía
Almería,Almería,Almería,4013,Andalucía
Almiserà,Valencia,Almiserà,46033,Comunidad Valenciana
Almochuel,Zaragoza,Almochuel,50021,Aragón
Almócita,Almería,Almócita,4014,Andalucía
Almodóvar del Campo,Ciudad Real,Almodóvar del Campo,13015,Castilla-La Mancha
Almodóvar del Pinar,Cuenca,Almodóvar del Pinar,16017,Castilla-La Mancha
Almodóvar del Río,Córdoba,Almodóvar del Río,14005,Andalucía
Almogía,Málaga,Almogía,29011,Andalucía
Almoguera,Guadalajara,Almoguera,19021,Castilla-La Mancha
Almohaja,Teruel,Almohaja,44018,Aragón
Almoharín,Cáceres,Almoharín,10020,Extremadura
Almoines,Valencia,Almoines,46034,Comunidad Valenciana
Almolda (La),Zaragoza,La Almolda,50022,Aragón
Almonacid de la Cuba,Zaragoza,Almonacid de la Cuba,50023,Aragón
Almonacid de la Sierra,Zaragoza,Almonacid de la Sierra,50024,Aragón
Almonacid de Toledo,Toledo,Almonacid de Toledo,45012,Castilla-La Mancha
Almonacid de Zorita,Guadalajara,Almonacid de Zorita,19022,Castilla-La Mancha
Almonacid del Marquesado,Cuenca,Almonacid del Marquesado,16018,Castilla-La Mancha
Almonaster la Real,Huelva,Almonaster la Real,21004,Andalucía
Almonte,Huelva,Almonte,21005,Andalucía
Almoradí,Alicante,Almoradí,3015,Comunidad Valenciana
Almorox,Toledo,Almorox,45013,Castilla-La Mancha
Almoster,Tarragona,Almoster,43011,Cataluña
Almudaina,Alicante,Almudaina,3016,Comunidad Valenciana
Almudévar,Huesca,Almudévar,22021,Aragón
Almunia de Doña Godina (La),Zaragoza,La Almunia de Doña Godina,50025,Aragón
Almunia de San Juan,Huesca,Almunia de San Juan,22022,Aragón
Almuniente,Huesca,Almuniente,22023,Aragón
Almuñécar,Granada,Almuñécar,18017,Andalucía
Almuradiel,Ciudad Real,Almuradiel,13016,Castilla-La Mancha
Almussafes,Valencia,Almussafes,46035,Comunidad Valenciana
Alobras,Teruel,Alobras,44019,Aragón
Alocén,Guadalajara,Alocén,19023,Castilla-La Mancha
Alonsotegi,Bizkaia,Alonsotegi,48912,País Vasco
Álora,Málaga,Álora,29012,Andalucía
Alòs de Balaguer,Lleida,Alòs de Balaguer,25022,Cataluña
Alosno,Huelva,Alosno,21006,Andalucía
Alovera,Guadalajara,Alovera,19024,Castilla-La Mancha
Alozaina,Málaga,Alozaina,29013,Andalucía
Alp,Girona,Alp,17006,Cataluña
Alpandeire,Málaga,Alpandeire,29014,Andalucía
Alpanseque,Soria,Alpanseque,42023,Castilla y León
Alpartir,Zaragoza,Alpartir,50026,Aragón
Alpedrete,Madrid,Alpedrete,28010,Comunidad de Madrid
Alpens,Barcelona,Alpens,8004,Cataluña
Alpeñés,Teruel,Alpeñés,44020,Aragón
Alpera,Albacete,Alpera,2010,Castilla-La Mancha
Alpicat,Lleida,Alpicat,25023,Cataluña
Alpuente,Valencia,Alpuente,46036,Comunidad Valenciana
Alpujarra de la Sierra,Granada,Alpujarra de la Sierra,18904,Andalucía
Alqueria d'Asnar (L'),Alicante,L' Alqueria d'Asnar,3017,Comunidad Valenciana
Alqueria de la Comtessa (L'),Valencia,L' Alqueria de la Comtessa,46037,Comunidad Valenciana
Alqueries (Les)/Alquerías del Niño Perdido,Castellón,Les Alqueries/Alquerías del Niño Perdido,12901,Comunidad Valenciana
Alquézar,Huesca,Alquézar,22024,Aragón
Alquife,Granada,Alquife,18018,Andalucía
Alsodux,Almería,Alsodux,4015,Andalucía
Alt Àneu,Lleida,Alt Àneu,25024,Cataluña
Altable,Burgos,Altable,9013,Castilla y León
Altafulla,Tarragona,Altafulla,43012,Cataluña
Altarejos,Cuenca,Altarejos,16019,Castilla-La Mancha
Altea,Alicante,Altea,3018,Comunidad Valenciana
Altorricón,Huesca,Altorricón,22025,Aragón
Altos (Los),Burgos,Los Altos,9014,Castilla y León
Altsasu/Alsasua,Navarra,Altsasu/Alsasua,31010,Comunidad Foral de Navarra
Altura,Castellón,Altura,12012,Comunidad Valenciana
Altzaga,Gipuzkoa,Altzaga,20906,País Vasco
Altzo,Gipuzkoa,Altzo,20007,País Vasco
Alustante,Guadalajara,Alustante,19027,Castilla-La Mancha
Alzira,Valencia,Alzira,46017,Comunidad Valenciana
Amavida,Ávila,Amavida,5012,Castilla y León
Amayuelas de Arriba,Palencia,Amayuelas de Arriba,34009,Castilla y León
Ambel,Zaragoza,Ambel,50027,Aragón
Ambite,Madrid,Ambite,28011,Comunidad de Madrid
Amer,Girona,Amer,17007,Cataluña
Ames,A Coruña,Ames,15002,Galicia
Améscoa Baja,Navarra,Améscoa Baja,31013,Comunidad Foral de Navarra
Ametlla de Mar (L'),Tarragona,L' Ametlla de Mar,43013,Cataluña
Ametlla del Vallès (L'),Barcelona,L' Ametlla del Vallès,8005,Cataluña
Ameyugo,Burgos,Ameyugo,9016,Castilla y León
Amezketa,Gipuzkoa,Amezketa,20008,País Vasco
Amieva,Asturias,Amieva,33003,Principado de Asturias
Amoeiro,Ourense,Amoeiro,32002,Galicia
Amorebieta-Etxano,Bizkaia,Amorebieta-Etxano,48003,País Vasco
Amoroto,Bizkaia,Amoroto,48004,País Vasco
Ampolla (L'),Tarragona,L' Ampolla,43906,Cataluña
Amposta,Tarragona,Amposta,43014,Cataluña
Ampudia,Palencia,Ampudia,34010,Castilla y León
Ampuero,Cantabria,Ampuero,39002,Cantabria
Amurrio,Álava,Amurrio,1002,País Vasco
Amusco,Palencia,Amusco,34011,Castilla y León
Amusquillo,Valladolid,Amusquillo,47009,Castilla y León
Anadón,Teruel,Anadón,44024,Aragón
Anaya,Segovia,Anaya,40017,Castilla y León
Anaya de Alba,Salamanca,Anaya de Alba,37029,Castilla y León
Anchuelo,Madrid,Anchuelo,28012,Comunidad de Madrid
Anchuras,Ciudad Real,Anchuras,13017,Castilla-La Mancha
Ancín/Antzin,Navarra,Ancín/Antzin,31014,Comunidad Foral de Navarra
Andavías,Zamora,Andavías,49009,Castilla y León
Andilla,Valencia,Andilla,46038,Comunidad Valenciana
Andoain,Gipuzkoa,Andoain,20009,País Vasco
Andorra,Teruel,Andorra,44025,Aragón
Andosilla,Navarra,Andosilla,31015,Comunidad Foral de Navarra
Andratx,Illes Balears,Andratx,7005,Islas Baleares
Andújar,Jaén,Andújar,23005,Andalucía
Anento,Zaragoza,Anento,50028,Aragón
Anglès,Girona,Anglès,17008,Cataluña
Anglesola,Lleida,Anglesola,25027,Cataluña
Angón,Guadalajara,Angón,19031,Castilla-La Mancha
Anguciana,La Rioja,Anguciana,26013,La Rioja
Angüés,Huesca,Angüés,22027,Aragón
Anguiano,La Rioja,Anguiano,26014,La Rioja
Anguita,Guadalajara,Anguita,19032,Castilla-La Mancha
Anguix,Burgos,Anguix,9017,Castilla y León
Anievas,Cantabria,Anievas,39003,Cantabria
Aniñón,Zaragoza,Aniñón,50029,Aragón
Anna,Valencia,Anna,46039,Comunidad Valenciana
Anoeta,Gipuzkoa,Anoeta,20010,País Vasco
Anquela del Ducado,Guadalajara,Anquela del Ducado,19033,Castilla-La Mancha
Anquela del Pedregal,Guadalajara,Anquela del Pedregal,19034,Castilla-La Mancha
Ansó,Huesca,Ansó,22028,Aragón
Ansoáin/Antsoain,Navarra,Ansoáin/Antsoain,31016,Comunidad Foral de Navarra
Antas,Almería,Antas,4016,Andalucía
Antas de Ulla,Lugo,Antas de Ulla,27003,Galicia
Antella,Valencia,Antella,46040,Comunidad Valenciana
Antequera,Málaga,Antequera,29015,Andalucía
Antigua,Las Palmas,Antigua,35003,Islas Canarias
Antigua (La),León,La Antigua,24005,Castilla y León
Antigüedad,Palencia,Antigüedad,34012,Castilla y León
Antillón,Huesca,Antillón,22029,Aragón
Antzuola,Gipuzkoa,Antzuola,20011,País Vasco
Anue,Navarra,Anue,31017,Comunidad Foral de Navarra
Añana,Álava,Añana,1049,País Vasco
Añe,Segovia,Añe,40018,Castilla y León
Añón de Moncayo,Zaragoza,Añón de Moncayo,50030,Aragón
Añora,Córdoba,Añora,14006,Andalucía
Añorbe,Navarra,Añorbe,31018,Comunidad Foral de Navarra
Añover de Tajo,Toledo,Añover de Tajo,45014,Castilla-La Mancha
Añover de Tormes,Salamanca,Añover de Tormes,37030,Castilla y León
Aoiz/Agoitz,Navarra,Aoiz/Agoitz,31019,Comunidad Foral de Navarra
Arabayona de Mógica,Salamanca,Arabayona de Mógica,37031,Castilla y León
Aracena,Huelva,Aracena,21007,Andalucía
Arafo,Santa Cruz de Tenerife,Arafo,38004,Islas Canarias
Aragüés del Puerto,Huesca,Aragüés del Puerto,22032,Aragón
Arahal,Sevilla,Arahal,41011,Andalucía
Arahuetes,Segovia,Arahuetes,40019,Castilla y León
Araitz,Navarra,Araitz,31020,Comunidad Foral de Navarra
Arakaldo,Bizkaia,Arakaldo,48005,País Vasco
Arakil,Navarra,Arakil,31025,Comunidad Foral de Navarra
Arama,Gipuzkoa,Arama,20012,País Vasco
Aramaio,Álava,Aramaio,1003,País Vasco
Aranarache/Aranaratxe,Navarra,Aranarache/Aranaratxe,31021,Comunidad Foral de Navarra
Arancón,Soria,Arancón,42024,Castilla y León
Aranda de Duero,Burgos,Aranda de Duero,9018,Castilla y León
Aranda de Moncayo,Zaragoza,Aranda de Moncayo,50031,Aragón
Arándiga,Zaragoza,Arándiga,50032,Aragón
Arandilla,Burgos,Arandilla,9019,Castilla y León
Arandilla del Arroyo,Cuenca,Arandilla del Arroyo,16020,Castilla-La Mancha
Aranga,A Coruña,Aranga,15003,Galicia
Aranguren,Navarra,Aranguren,31023,Comunidad Foral de Navarra
Aranjuez,Madrid,Aranjuez,28013,Comunidad de Madrid
Arano,Navarra,Arano,31024,Comunidad Foral de Navarra
Arantza,Navarra,Arantza,31022,Comunidad Foral de Navarra
Arantzazu,Bizkaia,Arantzazu,48006,País Vasco
Aranzueque,Guadalajara,Aranzueque,19036,Castilla-La Mancha
Arañuel,Castellón,Arañuel,12013,Comunidad Valenciana
Arapiles,Salamanca,Arapiles,37032,Castilla y León
Aras,Navarra,Aras,31026,Comunidad Foral de Navarra
Aras de los Olmos,Valencia,Aras de los Olmos,46041,Comunidad Valenciana
Arauzo de Miel,Burgos,Arauzo de Miel,9020,Castilla y León
Arauzo de Salce,Burgos,Arauzo de Salce,9021,Castilla y León
Arauzo de Torre,Burgos,Arauzo de Torre,9022,Castilla y León
Arbancón,Guadalajara,Arbancón,19037,Castilla-La Mancha
Arbeca,Lleida,Arbeca,25029,Cataluña
Arbeteta,Guadalajara,Arbeteta,19038,Castilla-La Mancha
Arbizu,Navarra,Arbizu,31027,Comunidad Foral de Navarra
Arbo,Pontevedra,Arbo,36001,Galicia
Arboç (L'),Tarragona,L' Arboç,43016,Cataluña
Arboleas,Almería,Arboleas,4017,Andalucía
Arbolí,Tarragona,Arbolí,43015,Cataluña
Arbúcies,Girona,Arbúcies,17009,Cataluña
Arcas,Cuenca,Arcas,16905,Castilla-La Mancha
Arce/Artzi,Navarra,Arce/Artzi,31028,Comunidad Foral de Navarra
Arcediano,Salamanca,Arcediano,37033,Castilla y León
Arcenillas,Zamora,Arcenillas,49010,Castilla y León
Archena,Murcia,Archena,30009,Región de Murcia
Árchez,Málaga,Árchez,29016,Andalucía
Archidona,Málaga,Archidona,29017,Andalucía
Arcicóllar,Toledo,Arcicóllar,45015,Castilla-La Mancha
Arco (El),Salamanca,El Arco,37034,Castilla y León
Arconada,Palencia,Arconada,34015,Castilla y León
Arcones,Segovia,Arcones,40020,Castilla y León
Arcos,Burgos,Arcos,9023,Castilla y León
Arcos (Los),Navarra,Los Arcos,31029,Comunidad Foral de Navarra
Arcos de Jalón,Soria,Arcos de Jalón,42025,Castilla y León
Arcos de la Frontera,Cádiz,Arcos de la Frontera,11006,Andalucía
Arcos de la Polvorosa,Zamora,Arcos de la Polvorosa,49011,Castilla y León
Arcos de la Sierra,Cuenca,Arcos de la Sierra,16022,Castilla-La Mancha
Arcos de las Salinas,Teruel,Arcos de las Salinas,44026,Aragón
Ardales,Málaga,Ardales,29018,Andalucía
Ardisa,Zaragoza,Ardisa,50033,Aragón
Ardón,León,Ardón,24006,Castilla y León
Areatza,Bizkaia,Areatza,48093,País Vasco
Arellano,Navarra,Arellano,31030,Comunidad Foral de Navarra
Arén,Huesca,Arén,22035,Aragón
Arenal (El),Ávila,El Arenal,5013,Castilla y León
Arenales de San Gregorio,Ciudad Real,Arenales de San Gregorio,13903,Castilla-La Mancha
Arenas,Málaga,Arenas,29019,Andalucía
Arenas de Iguña,Cantabria,Arenas de Iguña,39004,Cantabria
Arenas de San Juan,Ciudad Real,Arenas de San Juan,13018,Castilla-La Mancha
Arenas de San Pedro,Ávila,Arenas de San Pedro,5014,Castilla y León
Arenas del Rey,Granada,Arenas del Rey,18020,Andalucía
Arenillas,Soria,Arenillas,42026,Castilla y León
Arenillas de Riopisuerga,Burgos,Arenillas de Riopisuerga,9024,Castilla y León
Arens de Lledó,Teruel,Arens de Lledó,44027,Aragón
Arenys de Mar,Barcelona,Arenys de Mar,8006,Cataluña
Arenys de Munt,Barcelona,Arenys de Munt,8007,Cataluña
Arenzana de Abajo,La Rioja,Arenzana de Abajo,26015,La Rioja
Arenzana de Arriba,La Rioja,Arenzana de Arriba,26016,La Rioja
Ares,A Coruña,Ares,15004,Galicia
Ares del Maestrat,Castellón,Ares del Maestrat,12014,Comunidad Valenciana
Areso,Navarra,Areso,31031,Comunidad Foral de Navarra
Aretxabaleta,Gipuzkoa,Aretxabaleta,20013,País Vasco
Arevalillo,Ávila,Arevalillo,5015,Castilla y León
Arevalillo de Cega,Segovia,Arevalillo de Cega,40021,Castilla y León
Arévalo,Ávila,Arévalo,5016,Castilla y León
Arévalo de la Sierra,Soria,Arévalo de la Sierra,42027,Castilla y León
Argamasilla de Alba,Ciudad Real,Argamasilla de Alba,13019,Castilla-La Mancha
Argamasilla de Calatrava,Ciudad Real,Argamasilla de Calatrava,13020,Castilla-La Mancha
Arganda del Rey,Madrid,Arganda del Rey,28014,Comunidad de Madrid
Arganza,León,Arganza,24007,Castilla y León
Argañín,Zamora,Argañín,49012,Castilla y León
Argavieso,Huesca,Argavieso,22036,Aragón
Argecilla,Guadalajara,Argecilla,19039,Castilla-La Mancha
Argelaguer,Girona,Argelaguer,17010,Cataluña
Argelita,Castellón,Argelita,12015,Comunidad Valenciana
Argençola,Barcelona,Argençola,8008,Cataluña
Argente,Teruel,Argente,44028,Aragón
Argentera (L'),Tarragona,L' Argentera,43017,Cataluña
Argentona,Barcelona,Argentona,8009,Cataluña
Argés,Toledo,Argés,45016,Castilla-La Mancha
Argoños,Cantabria,Argoños,39005,Cantabria
Arguedas,Navarra,Arguedas,31032,Comunidad Foral de Navarra
Arguis,Huesca,Arguis,22037,Aragón
Arguisuelas,Cuenca,Arguisuelas,16024,Castilla-La Mancha
Argujillo,Zamora,Argujillo,49013,Castilla y León
Aria,Navarra,Aria,31033,Comunidad Foral de Navarra
Ariany,Illes Balears,Ariany,7901,Islas Baleares
Aribe,Navarra,Aribe,31034,Comunidad Foral de Navarra
Arico,Santa Cruz de Tenerife,Arico,38005,Islas Canarias
Arija,Burgos,Arija,9025,Castilla y León
Ariño,Teruel,Ariño,44029,Aragón
Ariza,Zaragoza,Ariza,50034,Aragón
Arjona,Jaén,Arjona,23006,Andalucía
Arjonilla,Jaén,Arjonilla,23007,Andalucía
Arlanzón,Burgos,Arlanzón,9026,Castilla y León
Armallones,Guadalajara,Armallones,19040,Castilla-La Mancha
Armañanzas,Navarra,Armañanzas,31035,Comunidad Foral de Navarra
Armentera (L'),Girona,L' Armentera,17011,Cataluña
Armenteros,Salamanca,Armenteros,37035,Castilla y León
Armilla,Granada,Armilla,18021,Andalucía
Armiñón,Álava,Armiñón,1006,País Vasco
Armuña,Segovia,Armuña,40022,Castilla y León
Armuña de Almanzora,Almería,Armuña de Almanzora,4018,Andalucía
Armuña de Tajuña,Guadalajara,Armuña de Tajuña,19041,Castilla-La Mancha
Arnedillo,La Rioja,Arnedillo,26017,La Rioja
Arnedo,La Rioja,Arnedo,26018,La Rioja
Arnes,Tarragona,Arnes,43018,Cataluña
Arnoia (A),Ourense,A Arnoia,32003,Galicia
Arnuero,Cantabria,Arnuero,39006,Cantabria
Aroche,Huelva,Aroche,21008,Andalucía
Arona,Santa Cruz de Tenerife,Arona,38006,Islas Canarias
Arquillinos,Zamora,Arquillinos,49014,Castilla y León
Arquillos,Jaén,Arquillos,23008,Andalucía
Arrabalde,Zamora,Arrabalde,49015,Castilla y León
Arraia-Maeztu,Álava,Arraia-Maeztu,1037,País Vasco
Arrancacepas,Cuenca,Arrancacepas,16025,Castilla-La Mancha
Arrankudiaga,Bizkaia,Arrankudiaga,48009,País Vasco
Arrasate/Mondragón,Gipuzkoa,Arrasate/Mondragón,20055,País Vasco
Arratzu,Bizkaia,Arratzu,48914,País Vasco
Arratzua-Ubarrundia,Álava,Arratzua-Ubarrundia,1008,País Vasco
Arraya de Oca,Burgos,Arraya de Oca,9027,Castilla y León
Arrecife,Las Palmas,Arrecife,35004,Islas Canarias
Arredondo,Cantabria,Arredondo,39007,Cantabria
Arres,Lleida,Arres,25031,Cataluña
Arriate,Málaga,Arriate,29020,Andalucía
Arrieta,Bizkaia,Arrieta,48010,País Vasco
Arrigorriaga,Bizkaia,Arrigorriaga,48011,País Vasco
Arroba de los Montes,Ciudad Real,Arroba de los Montes,13021,Castilla-La Mancha
Arróniz,Navarra,Arróniz,31036,Comunidad Foral de Navarra
Arroyo de la Encomienda,Valladolid,Arroyo de la Encomienda,47010,Castilla y León
Arroyo de la Luz,Cáceres,Arroyo de la Luz,10021,Extremadura
Arroyo de las Fraguas,Guadalajara,Arroyo de las Fraguas,19042,Castilla-La Mancha
Arroyo de San Serván,Badajoz,Arroyo de San Serván,6012,Extremadura
Arroyo del Ojanco,Jaén,Arroyo del Ojanco,23905,Andalucía
Arroyomolinos,Madrid,Arroyomolinos,10023,Comunidad de Madrid
Arroyomolinos,Cáceres,Arroyomolinos,28015,Extremadura
Arroyomolinos de la Vera,Cáceres,Arroyomolinos de la Vera,10022,Extremadura
Arroyomolinos de León,Huelva,Arroyomolinos de León,21009,Andalucía
Arruazu,Navarra,Arruazu,31037,Comunidad Foral de Navarra
Arrúbal,La Rioja,Arrúbal,26019,La Rioja
Arsèguel,Lleida,Arsèguel,25032,Cataluña
Artà,Illes Balears,Artà,7006,Islas Baleares
Artajona,Navarra,Artajona,31038,Comunidad Foral de Navarra
Artana,Castellón,Artana,12016,Comunidad Valenciana
Artazu,Navarra,Artazu,31039,Comunidad Foral de Navarra
Artea,Bizkaia,Artea,48023,País Vasco
Arteixo,A Coruña,Arteixo,15005,Galicia
Artenara,Las Palmas,Artenara,35005,Islas Canarias
Artés,Barcelona,Artés,8010,Cataluña
Artesa de Lleida,Lleida,Artesa de Lleida,25033,Cataluña
Artesa de Segre,Lleida,Artesa de Segre,25034,Cataluña
Artieda,Zaragoza,Artieda,50035,Aragón
Artzentales,Bizkaia,Artzentales,48008,País Vasco
Artziniega,Álava,Artziniega,1004,País Vasco
Arucas,Las Palmas,Arucas,35006,Islas Canarias
Arzúa,A Coruña,Arzúa,15006,Galicia
Ascó,Tarragona,Ascó,43019,Cataluña
Asín,Zaragoza,Asín,50036,Aragón
Aspa,Lleida,Aspa,25036,Cataluña
Aspariegos,Zamora,Aspariegos,49016,Castilla y León
Asparrena,Álava,Asparrena,1009,País Vasco
Aspe,Alicante,Aspe,3019,Comunidad Valenciana
Asteasu,Gipuzkoa,Asteasu,20014,País Vasco
Astigarraga,Gipuzkoa,Astigarraga,20903,País Vasco
Astillero (El),Cantabria,El Astillero,39008,Cantabria
Astorga,León,Astorga,24008,Castilla y León
Astudillo,Palencia,Astudillo,34017,Castilla y León
Asturianos,Zamora,Asturianos,49017,Castilla y León
Atajate,Málaga,Atajate,29021,Andalucía
Atalaya,Badajoz,Atalaya,6013,Extremadura
Atalaya (La),Salamanca,La Atalaya,37037,Castilla y León
Atalaya del Cañavate,Cuenca,Atalaya del Cañavate,16026,Castilla-La Mancha
Atanzón,Guadalajara,Atanzón,19043,Castilla-La Mancha
Atapuerca,Burgos,Atapuerca,9029,Castilla y León
Ataquines,Valladolid,Ataquines,47011,Castilla y León
Atarfe,Granada,Atarfe,18022,Andalucía
Ataun,Gipuzkoa,Ataun,20015,País Vasco
Atazar (El),Madrid,El Atazar,28016,Comunidad de Madrid
Atea,Zaragoza,Atea,50037,Aragón
Ateca,Zaragoza,Ateca,50038,Aragón
Atez/Atetz,Navarra,Atez/Atetz,31040,Comunidad Foral de Navarra
Atienza,Guadalajara,Atienza,19044,Castilla-La Mancha
Atxondo,Bizkaia,Atxondo,48091,País Vasco
Atzeneta d'Albaida,Valencia,Atzeneta d'Albaida,46003,Comunidad Valenciana
Atzeneta del Maestrat,Castellón,Atzeneta del Maestrat,12001,Comunidad Valenciana
Atzúbia (L'),Alicante,L' Atzúbia,3001,Comunidad Valenciana
Aulesti,Bizkaia,Aulesti,48070,País Vasco
Auñón,Guadalajara,Auñón,19045,Castilla-La Mancha
Auritz/Burguete,Navarra,Auritz/Burguete,31058,Comunidad Foral de Navarra
Ausejo,La Rioja,Ausejo,26020,La Rioja
Ausejo de la Sierra,Soria,Ausejo de la Sierra,42028,Castilla y León
Ausines (Los),Burgos,Los Ausines,9030,Castilla y León
Autilla del Pino,Palencia,Autilla del Pino,34018,Castilla y León
Autillo de Campos,Palencia,Autillo de Campos,34019,Castilla y León
