municipio,provincia,municipio_nombre_humano,codigo_INE,lat,lon,feb_avg_min_temp,feb_avg_max_temp,feb_avg_temp,feb_avg_humidity,feb_avg_wind,feb_avg_min_rain,feb_avg_max_rain,feb_avg_rain,feb_avg_clouds,feb_avg_sunshine_hours,jul_avg_min_temp,jul_avg_max_temp,jul_avg_temp,jul_avg_humidity,jul_avg_wind,jul_avg_min_rain,jul_avg_max_rain,jul_avg_rain,jul_avg_clouds,jul_avg_sunshine_hours
Ajalvir,Madrid,Ajalvir,28002,40.532451,-3.482573,-2.37,17.94,7.58,72.6,11.95,0,3.0,0.04,28.32,124.1,14.36,38.5,27.08,35.74,11.16,0,3.0,0.01,5.58,354.8
Ajamil de Cameros,La Rioja,Ajamil de Cameros,26004,42.16706,-2.48752,-3.77,18.24,6.37,80.47,11.74,0,3.0,0.06,43.43,63.3,9.71,37.14,21.97,64.86,10.26,0,3.0,0.01,29.14,168.6
Ajangiz,Bizkaia,Ajangiz,48911,43.30297,-2.66586,-0.51,19.32,8.52,77.3,11.7,0,3.0,0.16,46.24,70.5,11.32,35.92,20.79,77.29,8.28,0,12.0,0.04,44.96,96.1
Ajofrín,Toledo,Ajofrín,45001,39.712734,-3.982357,-2.19,18.07,7.72,70.85,11.74,0,3.0,0.04,28.85,122.3,14.51,38.63,27.12,35.48,10.51,0,3.0,0.01,5.46,362.1
Alacón,Teruel,Alacón,44006,41.023494,-0.697782,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Aladrén,Zaragoza,Aladrén,50007,41.24917,-1.15591,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Alaejos,Valladolid,Alaejos,47004,41.308229,-5.214775,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Alagón,Zaragoza,Alagón,50008,41.770376,-1.122142,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Alagón del Río,Cáceres,Alagón del Río,10903,39.97328,-6.316475,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Alaior,Illes Balears,Alaior,7002,39.932119,4.13792,1.26,20.43,11.28,77.93,11.63,0,3.0,0.02,29.32,63.8,18.37,36.17,26.68,62.8,10.87,0,12.0,0.01,10.73,273.7
Alájar,Huelva,Alájar,21001,37.87408,-6.66536,5.49,25.43,14.89,70.71,12.67,0,3.0,0.02,26.97,160.4,17.53,40.6,28.73,55.8,12.74,0,0.3,0.0,5.93,377.2
Alajeró,Santa Cruz de Tenerife,Alajeró,38003,28.027832,-17.200525,11.46,22.54,16.32,74.97,18.07,0,12.0,0.03,37.87,84.0,16.24,31.47,21.78,77.32,24.05,0,3.0,0.0,36.47,126.3
Alameda,Málaga,Alameda,29001,37.208657,-4.656308,5.91,20.15,12.66,74.04,16.09,0,3.0,0.08,31.6,111.7,16.38,35.88,24.41,68.19,11.77,0,3.0,0.02,13.02,286.8
Alameda de Gardón (La),Salamanca,La Alameda de Gardón,37005,40.65071,-6.75841,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Alameda de la Sagra,Toledo,Alameda de la Sagra,45002,40.012901,-3.797982,-2.19,18.07,7.72,70.85,11.74,0,3.0,0.04,28.85,122.3,14.51,38.63,27.12,35.48,10.51,0,3.0,0.01,5.46,362.1
Alameda del Valle,Madrid,Alameda del Valle,28003,40.9187,-3.84243,-3.63,17.89,7.29,71.71,10.87,0,3.0,0.04,28.94,122.1,13.56,38.27,26.79,35.39,9.68,0,3.0,0.02,5.98,347.5
Alamedilla,Granada,Alamedilla,18002,37.58232,-3.24241,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3
Alamedilla (La),Salamanca,La Alamedilla,37006,40.462445,-6.823418,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Alamillo,Ciudad Real,Alamillo,13003,38.678764,-4.790707,0.11,20.87,10.01,77.64,8.86,0,12.0,0.12,31.16,144.2,15.15,41.33,28.1,43.13,8.93,0,0.9,0.0,5.47,379.4
Alaminos,Guadalajara,Alaminos,19004,40.86303,-2.72573,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0
Álamo (El),Madrid,El Álamo,28004,40.230776,-3.992427,-2.11,18.04,7.71,70.46,11.52,0,3.0,0.04,29.26,119.4,14.3,38.49,27.05,36.06,10.33,0,3.0,0.01,5.5,357.0
Alamús (Els),Lleida,Els Alamús,25004,41.60584,0.76456,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Alange,Badajoz,Alange,6004,38.784989,-6.246106,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3
Alanís,Sevilla,Alanís,41002,38.038635,-5.713093,2.69,26.03,12.56,74.66,10.15,0,3.0,0.04,23.31,157.7,17.2,40.68,28.02,49.38,10.48,0,3.0,0.0,5.26,378.3
Alaquàs,Valencia,Alaquàs,46005,39.454507,-0.465896,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0
Alar del Rey,Palencia,Alar del Rey,34005,42.659306,-4.311306,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8
Alaraz,Salamanca,Alaraz,37007,40.749047,-5.287667,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Alarba,Zaragoza,Alarba,50009,41.20482,-1.61335,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Alarcón,Cuenca,Alarcón,16003,39.55,-2.08333,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Alarilla,Guadalajara,Alarilla,19005,40.84711,-3.1031,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0
Alaró,Illes Balears,Alaró,7001,39.7049,2.793441,1.26,20.43,11.28,77.93,11.63,0,3.0,0.02,29.32,63.8,18.37,36.17,26.68,62.8,10.87,0,12.0,0.01,10.73,273.7
Alàs i Cerc,Lleida,Alàs i Cerc,25005,42.35,1.51667,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6
Alatoz,Albacete,Alatoz,2002,39.09495,-1.36098,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Alba,Teruel,Alba,44007,40.618477,-1.346557,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Alba de Cerrato,Palencia,Alba de Cerrato,34006,41.81276,-4.3647,-4.28,15.81,5.51,78.68,15.48,0,3.0,0.14,38.19,102.5,9.62,36.18,22.39,51.34,12.46,0,3.0,0.03,10.35,343.3
Alba de Tormes,Salamanca,Alba de Tormes,37008,40.826275,-5.511393,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Alba de Yeltes,Salamanca,Alba de Yeltes,37009,40.6718,-6.3166,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Albacete,Albacete,Albacete,2003,38.995097,-1.86197,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Albagés (L'),Lleida,L' Albagés,25006,41.45,0.75,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Albaida,Valencia,Albaida,46006,38.83968,-0.522125,2.82,22.95,12.68,64.49,13.61,0,3.0,0.01,20.51,128.7,18.05,35.48,26.22,66.97,10.8,0,3.0,0.01,10.71,286.3
Albaida del Aljarafe,Sevilla,Albaida del Aljarafe,41003,37.424507,-6.163906,2.69,26.03,12.56,74.66,10.15,0,3.0,0.04,23.31,157.7,17.2,40.68,28.02,49.38,10.48,0,3.0,0.0,5.26,378.3
Albal,Valencia,Albal,46007,39.39874,-0.417601,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0
Albalá,Cáceres,Albalá,10007,39.255859,-6.185592,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3
Albaladejo,Ciudad Real,Albaladejo,13004,38.618135,-2.808393,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Albaladejo del Cuende,Cuenca,Albaladejo del Cuende,16004,39.80684,-2.22903,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Albalat de la Ribera,Valencia,Albalat de la Ribera,46008,39.202539,-0.386767,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0
Albalat dels Sorells,Valencia,Albalat dels Sorells,46009,39.53834,-0.351611,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0
Albalat dels Tarongers,Valencia,Albalat dels Tarongers,46010,39.702678,-0.337,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0
Albalate de Cinca,Huesca,Albalate de Cinca,22007,41.724846,0.151475,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Albalate de las Nogueras,Cuenca,Albalate de las Nogueras,16005,40.36614,-2.27718,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0
Albalate de Zorita,Guadalajara,Albalate de Zorita,19006,40.30812,-2.84267,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0
Albalate del Arzobispo,Teruel,Albalate del Arzobispo,44008,41.121018,-0.51191,-0.78,19.46,8.29,71.54,17.21,0,3.0,0.02,30.08,94.3,13.76,38.72,25.49,48.87,17.57,0,3.0,0.01,12.64,245.5
Albalatillo,Huesca,Albalatillo,22008,41.73527,-0.15114,-0.78,19.46,8.29,71.54,17.21,0,3.0,0.02,30.08,94.3,13.76,38.72,25.49,48.87,17.57,0,3.0,0.01,12.64,245.5
Albanchez,Almería,Albanchez,4004,37.28361,-2.18229,6.57,20.76,13.76,70.53,16.45,0,0.9,0.01,21.46,120.4,18.99,37.01,26.23,68.78,13.03,0,0.3,0.0,9.21,291.1
Albanchez de Mágina,Jaén,Albanchez de Mágina,23001,37.792053,-3.466361,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3
Albanyà,Girona,Albanyà,17003,42.30431,2.71995,-0.59,20.14,9.69,68.47,16.52,0,3.0,0.04,38.23,115.1,16.6,35.21,25.51,56.07,15.55,0,3.0,0.02,21.88,273.7
Albares,Guadalajara,Albares,19007,40.3069,-3.00897,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0
Albarracín,Teruel,Albarracín,44009,40.408367,-1.439763,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Albarreal de Tajo,Toledo,Albarreal de Tajo,45003,39.89698,-4.22895,-2.19,18.07,7.72,70.85,11.74,0,3.0,0.04,28.85,122.3,14.51,38.63,27.12,35.48,10.51,0,3.0,0.01,5.46,362.1
Albatana,Albacete,Albatana,2004,38.571977,-1.522897,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Albatàrrec,Lleida,Albatàrrec,25007,41.572357,0.604729,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Albatera,Alicante,Albatera,3005,38.180289,-0.872395,2.73,23.18,12.63,64.56,13.07,0,3.0,0.01,20.68,127.8,18.01,35.82,26.21,66.91,10.48,0,3.0,0.01,10.59,287.5
Albelda,Huesca,Albelda,22009,41.843656,0.493979,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Albelda de Iregua,La Rioja,Albelda de Iregua,26005,42.356907,-2.47193,-3.77,18.24,6.37,80.47,11.74,0,3.0,0.06,43.43,63.3,9.71,37.14,21.97,64.86,10.26,0,3.0,0.01,29.14,168.6
Albendea,Cuenca,Albendea,16006,40.48751,-2.41747,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0
Albendiego,Guadalajara,Albendiego,19008,41.22742,-3.05171,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0
Albentosa,Teruel,Albentosa,44010,40.10342,-0.76928,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Alberca (La),Salamanca,La Alberca,37010,40.488456,-6.110723,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Alberca de Záncara (La),Cuenca,La Alberca de Záncara,16007,39.51539,-2.491829,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Alberguería de Argañán (La),Salamanca,La Alberguería de Argañán,37011,40.41302,-6.81482,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Alberic,Valencia,Alberic,46011,39.11748,-0.520642,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0
Alberite,La Rioja,Alberite,26006,42.405388,-2.439928,-3.77,18.24,6.37,80.47,11.74,0,3.0,0.06,43.43,63.3,9.71,37.14,21.97,64.86,10.26,0,3.0,0.01,29.14,168.6
Alberite de San Juan,Zaragoza,Alberite de San Juan,50010,41.82009,-1.47063,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Albero Alto,Huesca,Albero Alto,22011,42.05031,-0.3371,-0.78,19.46,8.29,71.54,17.21,0,3.0,0.02,30.08,94.3,13.76,38.72,25.49,48.87,17.57,0,3.0,0.01,12.64,245.5
Albero Bajo,Huesca,Albero Bajo,22012,42.0238,-0.38018,-0.78,19.46,8.29,71.54,17.21,0,3.0,0.02,30.08,94.3,13.76,38.72,25.49,48.87,17.57,0,3.0,0.01,12.64,245.5
Alberuela de Tubo,Huesca,Alberuela de Tubo,22013,41.90846,-0.21418,-0.78,19.46,8.29,71.54,17.21,0,3.0,0.02,30.08,94.3,13.76,38.72,25.49,48.87,17.57,0,3.0,0.01,12.64,245.5
Albesa,Lleida,Albesa,25008,41.752952,0.659074,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Albeta,Zaragoza,Albeta,50011,41.82636,-1.49936,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Albi (L'),Lleida,L' Albi,25009,41.41667,0.93333,-1.73,20.02,9.63,70.27,11.09,0,3.0,0.03,27.37,93.5,14.95,32.58,25.05,65.05,8.86,0,12.0,0.07,19.51,163.1
Albillos,Burgos,Albillos,9009,42.2768,-3.78908,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8
Albinyana,Tarragona,Albinyana,43002,41.25,1.48333,-1.49,20.08,9.75,70.06,10.76,0,3.0,0.03,27.37,94.3,15.17,32.62,25.18,65.16,8.96,0,12.0,0.07,19.45,168.6
Albiol (L'),Tarragona,L' Albiol,43003,41.25,1.1,-1.73,20.02,9.63,70.27,11.09,0,3.0,0.03,27.37,93.5,14.95,32.58,25.05,65.05,8.86,0,12.0,0.07,19.51,163.1
Albiztur,Gipuzkoa,Albiztur,20004,43.129853,-2.132077,-0.49,19.36,9.12,77.52,10.04,0,12.0,0.21,45.86,92.1,12.94,34.91,21.15,79.39,7.24,0,12.0,0.07,47.51,108.1
Albocàsser,Castellón,Albocàsser,12003,40.356897,0.023953,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Alboloduy,Almería,Alboloduy,4005,37.03346,-2.62164,6.57,20.76,13.76,70.53,16.45,0,0.9,0.01,21.46,120.4,18.99,37.01,26.23,68.78,13.03,0,0.3,0.0,9.21,291.1
Albolote,Granada,Albolote,18003,37.231079,-3.651032,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0
Albondón,Granada,Albondón,18004,36.8277,-3.21144,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0
Albons,Girona,Albons,17004,42.105755,3.084134,-0.59,20.14,9.69,68.47,16.52,0,3.0,0.04,38.23,115.1,16.6,35.21,25.51,56.07,15.55,0,3.0,0.02,21.88,273.7
Alborache,Valencia,Alborache,46012,39.391503,-0.771221,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0
Alboraia/Alboraya,Valencia,Alboraia/Alboraya,46013,39.49925,-0.35018,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0
Alborea,Albacete,Alborea,2005,39.278861,-1.394938,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Alborge,Zaragoza,Alborge,50012,41.33367,-0.35675,-0.78,19.46,8.29,71.54,17.21,0,3.0,0.02,30.08,94.3,13.76,38.72,25.49,48.87,17.57,0,3.0,0.01,12.64,245.5
Albornos,Ávila,Albornos,5005,40.83795,-4.88129,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0
Albox,Almería,Albox,4006,37.390608,-2.14149,6.57,20.76,13.76,70.53,16.45,0,0.9,0.01,21.46,120.4,18.99,37.01,26.23,68.78,13.03,0,0.3,0.0,9.21,291.1
Albudeite,Murcia,Albudeite,30004,38.029839,-1.386735,2.41,23.26,12.49,63.65,11.27,0,3.0,0.02,26.17,135.7,17.76,37.93,26.77,62.42,9.58,0,3.0,0.0,11.66,314.9
Albuera (La),Badajoz,La Albuera,6005,38.717333,-6.823226,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3
Albuixech,Valencia,Albuixech,46014,39.544868,-0.324651,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0
Albuñán,Granada,Albuñán,18005,37.22708,-3.13321,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0
Albuñol,Granada,Albuñol,18006,36.789478,-3.202901,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0
Albuñuelas,Granada,Albuñuelas,18007,36.92828,-3.63184,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0
Alburquerque,Badajoz,Alburquerque,6006,39.220369,-7.000693,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3
Alcabón,Toledo,Alcabón,45004,40.004037,-4.368118,-2.11,18.04,7.71,70.46,11.52,0,3.0,0.04,29.26,119.4,14.3,38.49,27.05,36.06,10.33,0,3.0,0.01,5.5,357.0
Alcadozo,Albacete,Alcadozo,2006,38.648845,-1.979948,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Alcaine,Teruel,Alcaine,44011,40.95342,-0.70583,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Alcalá de Ebro,Zaragoza,Alcalá de Ebro,50013,41.81495,-1.19429,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Alcalá de Guadaíra,Sevilla,Alcalá de Guadaíra,41004,37.341698,-5.836737,2.47,25.58,12.42,74.99,10.15,0,3.0,0.04,23.74,155.5,17.24,40.51,27.69,50.13,10.4,0,0.9,0.0,5.47,375.4
Alcalá de Gurrea,Huesca,Alcalá de Gurrea,22014,42.06653,-0.68534,-0.78,19.46,8.29,71.54,17.21,0,3.0,0.02,30.08,94.3,13.76,38.72,25.49,48.87,17.57,0,3.0,0.01,12.64,245.5
Alcalá de Henares,Madrid,Alcalá de Henares,28005,40.48108,-3.372888,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0
Alcalá de la Selva,Teruel,Alcalá de la Selva,44012,40.36943,-0.691292,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Alcalá de la Vega,Cuenca,Alcalá de la Vega,16008,40.03333,-1.51667,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0
Alcalá de los Gazules,Cádiz,Alcalá de los Gazules,11001,36.461701,-5.725044,6.74,19.86,13.92,76.79,20.52,0,3.0,0.05,42.67,59.0,17.0,32.47,23.44,70.79,16.38,0,0.9,0.0,21.77,165.2
Alcalá de Moncayo,Zaragoza,Alcalá de Moncayo,50014,41.7861,-1.69544,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1
Alcalà de Xivert,Castellón,Alcalà de Xivert,12004,40.3051,0.225807,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Alcalá del Júcar,Albacete,Alcalá del Júcar,2007,39.2,-1.43333,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4
Alcalá del Obispo,Huesca,Alcalá del Obispo,22015,42.0773,-0.2912,-0.78,19.46,8.29,71.54,17.21,0,3.0,0.02,30.08,94.3,13.76,38.72,25.49,48.87,17.57,0,3.0,0.01,12.64,245.5
Alcalá del Río,Sevilla,Alcalá del Río,41005,37.518699,-5.980547,2.69,26.03,12.56,74.66,10.15,0,3.0,0.04,23.31,157.7,17.2,40.68,28.02,49.38,10.48,0,3.0,0.0,5.26,378.3
Alcalá del Valle,Cádiz,Alcalá del Valle,11002,36.90478,-5.171373,3.59,20.34,12.35,75.09,14.44,0,3.0,0.03,37.03,91.8,15.66,34.53,24.03,64.14,12.06,0,3.0,0.02,18.8,234.8
Alcalá la Real,Jaén,Alcalá la Real,23002,37.460424,-3.923973,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3
Alcalalí,Alicante,Alcalalí,3006,38.754724,-0.043421,2.82,22.95,12.68,64.49,13.61,0,3.0,0.01,20.51,128.7,18.05,35.48,26.22,66.97,10.8,0,3.0,0.01,10.71,286.3
Alcampell,Huesca,Alcampell,22016,41.90605,0.43173,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
Alcanadre,La Rioja,Alcanadre,26007,42.40492,-2.12073,-3.77,18.24,6.37,80.47,11.74,0,3.0,0.06,43.43,63.3,9.71,37.14,21.97,64.86,10.26,0,3.0,0.01,29.14,168.6
Alcanar,Tarragona,Alcanar,43004,40.543338,0.479435,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0
Alcanó,Lleida,Alcanó,25010,41.48064,0.61659,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8
